id,amount,date,country,client_fio,account_number,status,transaction_status
65938,177064.68,2025-03-28 07:44:41,Норвегия,Сазонов Глафира Харитоновна,407028897435217629,Низкий риск,высокий риск
65939,174610.12,2025-05-08 17:31:51,Израиль,Лихачев Виктория Архиповна,407025480493393751,Низкий риск,высокий риск
65940,113268.20,2025-04-14 22:55:15,Новая Зеландия,Копылов Варфоломей Валентинович,407021751784656084,Низкий риск,высокий риск
65941,234908.03,2024-07-17 11:34:03,Франция,Устинов Анастасия Львовна,407020067821431385,Низкий риск,высокий риск
65942,298222.29,2024-12-08 11:54:30,Никарагуа,Князева Иосиф Альбертовна,407029955085444245,Санкционная (высокий риск),высокий риск
65943,46935.83,2025-04-07 11:16:11,Чехия,Дмитриев Ермолай Федоровна,407028773741004260,Низкий риск,средний риск
65944,298547.19,2025-03-12 21:12:14,Ливан,Суворова Эрнест Гордеевич,407029127800641724,Низкий риск,высокий риск
65945,24616.66,2024-12-24 21:57:51,Сингапур,Тарасова Ярополк Робертовна,407020768179032620,Офшор (риск),высокий риск
65946,83108.78,2024-07-18 18:08:51,Молдова,Котов Кондрат Ерофеевич,407023795449503350,Низкий риск,высокий риск
65947,5277.29,2024-09-01 01:12:39,Кувейт,Котов Кондрат Ерофеевич,407023795449503350,Низкий риск,низкий риск
65948,106484.89,2024-10-20 16:39:41,Джибути,Федотов Автоном Борисович,407023319234962651,Низкий риск,высокий риск
65949,240883.02,2025-02-15 13:22:47,Израиль,Копылова Зосима Ефимович,407028622344292159,Низкий риск,высокий риск
65950,154178.69,2024-09-30 22:45:08,Марокко,Кононова Давыд Денисович,407029896933648536,Низкий риск,высокий риск
65951,215873.28,2024-07-30 06:03:28,Япония,Дьячкова Тимофей Тарасовна,407029658795477744,Низкий риск,высокий риск
65952,120653.50,2024-08-12 11:06:08,Финляндия,Гришин Куприян Трофимович,407020929029803383,Низкий риск,высокий риск
65953,110919.66,2025-05-06 11:57:30,Кения,Галкин Лора Викторовна,407024645732982407,Низкий риск,высокий риск
65954,289034.95,2025-03-15 13:19:08,Казахстан,Бирюкова Синклитикия Афанасьевна,407029114357208580,СНГ (не подозрительная),высокий риск
65955,286036.91,2025-04-05 14:06:47,Зимбабве,Филиппов Антонина Анатольевна,407022163828264858,Санкционная (высокий риск),высокий риск
65956,71562.72,2024-08-06 22:16:59,Пакистан,Журавлев Таисия Анатольевна,407027032200835920,Низкий риск,высокий риск
65957,261164.78,2024-07-06 01:03:37,Гана,Кононов Мечислав Тарасовна,407020933108062598,Серый список FATF (риск),высокий риск
65958,136436.84,2025-05-24 14:38:32,Нидерланды,Лаврентьева Митофан Владимировна,407021197300443094,Низкий риск,высокий риск
65959,52051.69,2025-02-03 15:24:29,Швеция,Терентьева Эмилия Олеговна,407023642338578419,Низкий риск,высокий риск
65960,185891.76,2024-09-25 19:21:04,Бахрейн,Галкин Лора Викторовна,407024645732982407,Низкий риск,высокий риск
65961,14721.89,2024-10-12 11:59:40,Бурунди,Савельева Остромир Ермолаевич,407022851704819711,Низкий риск,низкий риск
65962,191099.15,2024-09-10 14:27:03,Люксембург,Лаврентьева Митофан Владимировна,407021197300443094,Низкий риск,высокий риск
65963,230237.82,2024-12-01 08:05:19,Шри-Ланка,Кондратьев Иосиф Харламович,407025897414452387,Низкий риск,высокий риск
65964,248688.78,2024-08-20 08:34:08,Уганда,Дьячкова Тимофей Тарасовна,407029658795477744,Серый список FATF (риск),высокий риск
65965,15756.83,2025-01-19 15:28:12,ЮАР,Потапова Захар Львовна,407029928036946620,Серый список FATF (риск),высокий риск
65966,273586.47,2024-07-28 04:52:31,Латвия,Тарасов Станимир Антонович,407024070881143104,Низкий риск,высокий риск
65967,119541.92,2024-11-01 21:51:11,Грузия,Морозов Дмитрий Иосифович,407020131473225662,Низкий риск,высокий риск
65968,70360.25,2024-06-12 07:23:52,Мьянма,Калашникова Лаврентий Фокич,407029022446497446,Черный список FATF (высокий риск),высокий риск
65969,263020.83,2024-07-12 14:48:09,Болгария,Лыткин Елисей Александровна,407029663363923667,Низкий риск,высокий риск
65970,250020.27,2025-04-17 19:44:19,Сомали,Прохорова Леонид Аскольдовна,407027117316682861,Высокая коррупция (риск),высокий риск
65971,117245.88,2025-03-09 15:12:00,Монако,Федотов Автоном Борисович,407023319234962651,Офшор (риск),высокий риск
65972,97597.58,2024-09-29 09:22:25,Гондурас,Гордеев Парамон Николаевна,407027899171223437,Низкий риск,высокий риск
65973,154112.06,2025-02-26 17:47:26,Канада,Кононов Мечислав Тарасовна,407020933108062598,Низкий риск,высокий риск
65974,205936.27,2025-04-17 03:57:29,Иран,Михеев Григорий Тимуровна,407029104046089535,Черный список FATF (высокий риск),высокий риск
