id,Amount,Date,Country,Client_FIO,Account_Number
3976,51174.22 RUB,2024-09-30 03:55:40,Ирак,Мишин Кир Витальевич,407022433722473948
3977,77912.99 RUB,2024-07-08 00:40:12,Италия,Герасимова Азарий Борисович,407023871409972991
3978,185419.76 RUB,2025-03-28 01:26:17,Куба,Рыбакова Галактион Еремеевич,407028928450777605
3979,178792.1 RUB,2025-04-23 13:48:54,Испания,Копылова Антонина Анисимович,407025521633128502
3980,6645.65 RUB,2024-09-23 17:05:23,Польша,Лебедева Никифор Феликсовна,407028968930657910
3981,59782.19 RUB,2024-10-12 17:35:26,Румыния,Галкина Савва Ануфриевич,407026082438768926
3982,230250.01 RUB,2024-11-19 23:19:10,Финляндия,Потапова Захар Львовна,407029928036946620
3983,150646.74 RUB,2024-08-09 01:06:30,Польша,Семенов Боян Станиславовна,407024771193433353
3984,130893.96 RUB,2025-02-03 20:14:04,Россия,Яковлева Евфросиния Аверьянович,407022165925789005
3985,188818.97 RUB,2025-04-16 03:16:08,Шри-Ланка,Семенов Боян Станиславовна,407024771193433353
3986,224018.86 RUB,2025-04-07 09:12:29,Буркина-Фасо,Пономарев Алевтина Тарасович,407027876927717238
3987,253640.67 RUB,2025-03-27 13:29:06,Лаос,Никитин Остап Эдуардовна,407025210832475327
3988,56094.54 RUB,2024-07-21 09:11:18,Гвинея,Потапова Захар Львовна,407029928036946620
3989,240506.79 RUB,2024-12-01 02:14:07,Греция,Князева Иосиф Альбертовна,407029955085444245
3990,133533.98 RUB,2025-03-18 02:12:57,Сенегал,Воронов Никодим Артемовна,407025481793962991
3991,288939.04 RUB,2024-11-02 14:35:31,Панама,Петухова Сидор Иларионович,407022152321842466
3992,121346.82 RUB,2025-02-22 22:38:16,Канада,Фролова Фома Феодосьевич,407025839175829766
3993,233099.69 RUB,2025-05-28 22:55:36,Израиль,Иванова Эраст Харитонович,407022667374044683
3994,56561.17 RUB,2024-08-24 09:36:11,Гана,Кононов Мечислав Тарасовна,407020933108062598
3995,60097.0 RUB,2024-12-30 03:24:24,Никарагуа,Прохорова Леонид Аскольдовна,407027117316682861
3996,192269.09 RUB,2024-08-30 18:06:44,Чили,Гришин Куприян Трофимович,407020929029803383
3997,73781.0 RUB,2025-02-17 22:43:33,Иран,Ефремов Татьяна Гавриилович,407027382855792179
3998,157710.77 RUB,2025-01-17 03:38:23,Алжир,Рогова Ипполит Богдановна,407024521165925159
3999,99093.65 RUB,2024-12-15 09:33:08,Йемен,Тарасов Станимир Антонович,407024070881143104
4000,296346.25 RUB,2024-08-14 10:24:28,Новая Зеландия,Турова Вадим Данилович,407022490565821805
4001,71813.39 RUB,2024-10-08 04:55:35,Вьетнам,Галкина Савва Ануфриевич,407026082438768926
4002,280923.48 RUB,2024-11-06 11:23:42,Эквадор,Яковлева Евфросиния Аверьянович,407022165925789005
4003,64781.43 RUB,2025-03-15 20:36:37,Джибути,Щербаков Бажен Федоровна,407027071950740306
4004,48523.04 RUB,2024-11-20 05:28:59,Джибути,Терентьева Эмилия Олеговна,407023642338578419
4005,274700.83 RUB,2025-05-21 02:35:34,Ливан,Семенов Боян Станиславовна,407024771193433353
4006,25927.7 RUB,2024-08-10 22:06:41,Монголия,Ефремов Авксентий Ефстафьевич,407020969495136460
4007,227354.64 RUB,2025-03-24 17:18:04,Австралия,Воронов Никодим Артемовна,407025481793962991
4008,52083.06 RUB,2025-03-17 12:35:41,Камерун,Герасимова Азарий Борисович,407023871409972991
4009,232610.46 RUB,2024-08-19 11:04:59,Израиль,Щербаков Бажен Федоровна,407027071950740306
4010,116978.05 RUB,2024-07-24 21:54:08,Перу,Федотов Автоном Борисович,407023319234962651
4011,101867.78 RUB,2025-01-04 05:32:40,Беларусь,Журавлев Таисия Анатольевна,407027032200835920
4012,74786.06 RUB,2024-12-15 21:03:18,Таиланд,Фролов Андрон Ярославович,407024762708899642
4013,55536.94 RUB,2024-11-30 07:53:06,Киргизия,Гуляев Яков Евсеевич,407023990206477136
4014,61758.37 RUB,2025-02-27 03:58:02,Дания,Михайлов Ермолай Оскаровна,407020986151040912
4015,57815.11 RUB,2024-07-17 04:17:54,Албания,Дорофеева Евгения Даниловна,407022943802337773
4016,165195.89 RUB,2024-09-13 02:03:35,Беларусь,Фролова Фома Феодосьевич,407025839175829766
4017,40420.23 RUB,2024-06-26 11:18:58,Буркина-Фасо,Копылов Варфоломей Валентинович,407021751784656084
4018,249664.41 RUB,2024-10-07 06:05:41,Молдова,Калашникова Лаврентий Фокич,407029022446497446
4019,169254.13 RUB,2024-11-12 15:24:10,Египет,Красильникова Афиноген Алексеевич,407022004262198905
4020,194648.88 RUB,2024-07-20 19:21:14,Руанда,Кондратьев Иосиф Харламович,407025897414452387
4021,43390.28 RUB,2024-11-03 00:17:02,Гамбия,Журавлев Таисия Анатольевна,407027032200835920
4022,248149.43 RUB,2024-09-26 22:33:56,Гана,Котов Прокофий Борисовна,407027375099712618
4023,82587.97 RUB,2025-01-13 23:14:32,Ливия,Лыткин Елисей Александровна,407029663363923667
4024,29551.83 RUB,2025-03-12 00:26:31,Марокко,Фомин Агап Ильич,407024988896595239
4025,48160.13 RUB,2024-12-11 06:21:46,Уганда,Фомин Агап Ильич,407024988896595239
4026,182190.67 RUB,2025-03-03 14:32:46,Гвинея,Савельева Остромир Ермолаевич,407022851704819711
4027,168424.78 RUB,2025-05-22 15:24:19,Панама,Суханов Эраст Ефимовна,407026057625076240
4028,292870.77 RUB,2024-06-06 03:55:01,Латвия,Ефремов Авксентий Ефстафьевич,407020969495136460
4029,284367.23 RUB,2024-10-30 09:08:33,Литва,Гуляева Федот Виленович,407020848495211917
4030,77103.38 RUB,2025-02-04 15:53:11,Швейцария,Щербаков Бажен Федоровна,407027071950740306
4031,11958.42 RUB,2024-10-30 06:44:13,Судан,Никитин Остап Эдуардовна,407025210832475327
4032,264905.95 RUB,2024-06-27 15:10:09,Хорватия,Михайлов Ермолай Оскаровна,407020986151040912
4033,157126.17 RUB,2024-10-22 13:48:47,Монголия,Лебедева Никифор Феликсовна,407028968930657910
4034,13069.02 RUB,2024-08-19 00:30:19,Оман,Власов Прокофий Демьянович,407020440552063870
4035,284279.19 RUB,2024-12-01 15:14:38,Замбия,Суворова Антип Венедиктович,407027258610623307
4036,168319.65 RUB,2024-11-22 21:59:38,ЮАР,Кононова Давыд Денисович,407029896933648536
4037,80716.8 RUB,2025-03-27 05:55:46,Россия,Лебедева Никифор Феликсовна,407028968930657910
4038,30489.15 RUB,2024-08-12 20:09:52,Габон,Филиппов Антонина Анатольевна,407022163828264858
4039,109543.87 RUB,2025-03-12 01:53:55,Мьянма,Суханов Эраст Ефимовна,407026057625076240
4040,210822.56 RUB,2025-05-15 08:14:29,Бахрейн,Сергеев Эрнест Константиновна,407020925983196428
4041,22998.04 RUB,2025-02-13 23:05:49,ЮАР,Гуляев Яков Евсеевич,407023990206477136
4042,171768.16 RUB,2025-04-22 17:03:18,Таджикистан,Сергеев Эрнест Константиновна,407020925983196428
4043,115218.03 RUB,2024-10-06 21:37:55,Словения,Панфилов Вениамин Станиславовна,407023424917518868
4044,142790.54 RUB,2025-04-08 16:22:22,Аргентина,Гордеев Парамон Николаевна,407027899171223437
4045,119271.86 RUB,2024-11-06 04:05:56,Швеция,Герасимова Азарий Борисович,407023871409972991
4046,252941.86 RUB,2025-04-12 06:13:18,Турция,Гуляев Яков Евсеевич,407023990206477136
4047,196069.88 RUB,2025-03-26 15:35:51,Колумбия,Субботин Лидия Федоровна,407020761873820098
4048,243075.6 RUB,2025-01-08 19:12:46,Эфиопия,Фомин Агап Ильич,407024988896595239
4049,149290.54 RUB,2024-08-02 12:08:37,Иран,Фролов Андрон Ярославович,407024762708899642
4050,118354.94 RUB,2024-06-21 21:23:23,Кипр,Герасимова Азарий Борисович,407023871409972991
4051,249391.53 RUB,2025-03-14 19:11:48,Пакистан,Пономарев Алевтина Тарасович,407027876927717238
4052,133302.85 RUB,2024-10-21 14:49:23,Бразилия,Воронцов Александра Марсович,407024975051720717
4053,47896.11 RUB,2024-07-31 13:57:08,Уругвай,Гришин Куприян Трофимович,407020929029803383
4054,148990.47 RUB,2025-01-12 14:21:09,Индия,Гуляев Яков Евсеевич,407023990206477136
4055,47153.43 RUB,2024-09-20 08:49:59,Судан,Молчанова Орест Афанасьевич,407027011438863131
4056,99684.41 RUB,2025-01-18 01:25:04,ЮАР,Копылова Антонина Анисимович,407025521633128502
4057,39771.73 RUB,2025-04-23 03:00:37,Египет,Бирюкова Синклитикия Афанасьевна,407029114357208580
4058,247025.65 RUB,2024-12-24 11:01:08,Сирия,Абрамов Клавдия Григорьевич,407029651532310884
4059,94728.62 RUB,2024-10-26 07:33:49,Словения,Турова Вадим Данилович,407022490565821805
4060,217501.01 RUB,2025-04-03 07:59:10,Куба,Котов Кондрат Ерофеевич,407023795449503350
4061,80816.84 RUB,2025-03-16 21:25:36,Индия,Гущина Акулина Федосьевич,407021866717368457
4062,237080.94 RUB,2024-07-18 20:29:22,ОАЭ,Гришин Куприян Трофимович,407020929029803383
4063,8426.35 RUB,2025-03-18 15:35:16,Кувейт,Кондратьев Иосиф Харламович,407025897414452387
4064,36201.63 RUB,2025-03-21 10:54:53,Греция,Ширяева Капитон Кузьминична,407020338023134503
4065,33980.04 RUB,2025-02-07 18:27:56,Черногория,Морозов Дмитрий Иосифович,407020131473225662
4066,132422.32 RUB,2025-01-22 00:15:50,Узбекистан,Никитин Остап Эдуардовна,407025210832475327
4067,200479.78 RUB,2025-01-01 13:18:52,Маврикий,Кононов Гордей Еремеевич,407029454576526663
4068,245796.2 RUB,2024-07-24 12:56:16,Гаити,Галкина Фотий Тимуровна,407020500619220023
4069,216763.8 RUB,2024-12-12 01:55:25,Египет,Герасимова Азарий Борисович,407023871409972991
4070,80546.07 RUB,2024-09-21 16:45:57,Бразилия,Щукина Феоктист Захаровна,407021872838525157
4071,158516.27 RUB,2024-07-08 20:58:32,Таджикистан,Попов Глеб Валентиновна,407023333752568116
4072,164283.14 RUB,2024-09-09 15:47:35,Индонезия,Чернова Тамара Робертовна,407022491000847007
4073,290941.69 RUB,2024-11-14 10:13:06,Исландия,Исаева Амвросий Эльдаровна,407022642841529921
4074,9992.03 RUB,2025-03-28 13:42:41,Колумбия,Суханов Эраст Ефимовна,407026057625076240
4075,163831.99 RUB,2024-10-08 11:01:51,Чехия,Громова Порфирий Матвеевна,407028855134468059
4076,151788.01 RUB,2024-12-13 16:31:57,Мальта,Копылов Варфоломей Валентинович,407021751784656084
